Title,US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,MPAA Rating,Running Time (min),Distributor,Source,Major Genre,Creative Type,Director,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes
Intolerable Cruelty,35327628,121327628,,60000000,10-Oct-03,PG-13,100,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,Joel Coen,75,6.4,36323
The Interpreter,72708161,163954076,,90000000,22-Apr-05,PG-13,118,Universal,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Sydney Pollack,58,6.5,38227
The Number 23,35193167,76593167,27576238,32000000,23-Feb-07,R,95,New Line,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Joel Schumacher,8,6.2,59174
Nurse Betty,25170054,27732366,,24000000,8-Sep-00,R,110,USA Films,Original Screenplay,Black Comedy,Contemporary Fiction,Neil LaBute,84,6.4,20354
Finding Neverland,51676606,118676606,,25000000,12-Nov-04,PG,106,Miramax,Based on Play,Drama,Historical Fiction,Marc Forster,82,7.9,86828
Into the Wild,18354356,53813837,15272435,20000000,21-Sep-07,R,147,Paramount Vantage,Based on Book/Short Story,Drama,Contemporary Fiction,Sean Penn,82,8.2,99464
Ocean's Eleven,183417150,450728529,,110000000,7-Dec-01,PG-13,116,Warner Bros.,Remake,Comedy,Contemporary Fiction,Steven Soderbergh,81,7.6,139034
Ocean's Twelve,125531634,363531634,,85000000,10-Dec-04,PG-13,125,Warner Bros.,Remake,Adventure,Contemporary Fiction,Steven Soderbergh,55,6,89861
Ocean's Thirteen,117144465,311744465,48258805,85000000,8-Jun-07,PG-13,122,Warner Bros.,Remake,Adventure,Contemporary Fiction,Steven Soderbergh,70,6.9,76884
Any Given Sunday,75530832,100230832,,60000000,22-Dec-99,R,162,Warner Bros.,Original Screenplay,Drama,Contemporary Fiction,Oliver Stone,49,6.6,48477
One True Thing,23337196,26708196,,30000000,18-Sep-98,R,127,Universal,Based on Book/Short Story,Drama,Contemporary Fiction,Carl Franklin,88,6.9,5591
One Night with the King,13395961,13395961,20554010,20000000,13-Oct-06,PG,124,Rocky Mountain Pictures,Based on Book/Short Story,Drama,Historical Fiction,Michael O. Sajbel,16,6,2993
Open Range,58328680,68293719,,26000000,15-Aug-03,R,139,Walt Disney Pictures,Based on Book/Short Story,Western,Historical Fiction,Kevin Costner,79,7.5,26438
Old School,75155000,86325829,,24000000,21-Feb-03,R,91,Dreamworks SKG,Original Screenplay,Comedy,Contemporary Fiction,Todd Phillips,60,7,60477
Out of Sight,37562568,37562568,,48000000,26-Jun-98,R,129,Universal,Based on Book/Short Story,Drama,Contemporary Fiction,Steven Soderbergh,93,7.1,38263
Out of Time,41083108,55489826,,50000000,3-Oct-03,PG-13,105,MGM,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Carl Franklin,65,4.9,151
The Pacifier,113006880,198006880,,56000000,4-Mar-05,PG,97,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Adam Shankman,20,5.3,22590
The Passion of the Christ,370782930,611899420,618454,25000000,25-Feb-04,R,127,Newmarket Films,Based on Book/Short Story,Drama,Dramatization,Mel Gibson,50,7.1,87326
Patch Adams,135041968,202200000,,50000000,25-Dec-98,PG-13,110,Universal,Based on Real Life Events,Comedy,Contemporary Fiction,Tom Shadyac,24,6.3,31481
Paycheck,53789313,89350576,,60000000,25-Dec-03,PG-13,119,Paramount Pictures,Based on Book/Short Story,Thriller/Suspense,Science Fiction,John Woo,28,6.1,35660
The Princess Diaries,108244774,165334774,,30000000,3-Aug-01,G,115,Walt Disney Pictures,Based on Book/Short Story,Comedy,Contemporary Fiction,Garry Marshall,46,5.9,23486
The Peacemaker,41263140,62967368,,50000000,26-Sep-97,R,123,Dreamworks SKG,Based on Magazine Article,Action,Contemporary Fiction,Mimi Leder,45,5.8,21524
Peter Pan,48417850,95255485,,100000000,25-Dec-03,PG,113,Universal,Based on Book/Short Story,Adventure,Fantasy,P.J. Hogan,76,7.1,16894
The Phantom of the Opera,51225796,158225796,,55000000,22-Dec-04,PG-13,143,Warner Bros.,Based on Musical/Opera,Musical,Historical Fiction,Joel Schumacher,33,7.2,42832
Phone Booth,46566212,97837138,,11000000,4-Apr-03,R,81,20th Century Fox,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Joel Schumacher,71,7.2,68874
Pirates of the Caribbean: Dead Man's Chest,423315812,1065659812,320830925,225000000,7-Jul-06,PG-13,151,Walt Disney Pictures,Disney Ride,Adventure,Fantasy,Gore Verbinski,54,7.3,150446
Pirates of the Caribbean: At World's End,309420425,960996492,296060575,300000000,25-May-07,PG-13,167,Walt Disney Pictures,Disney Ride,Adventure,Fantasy,Gore Verbinski,45,7,133241
The Chronicles of Riddick,57712751,107212751,,120000000,11-Jun-04,PG-13,119,Universal,Original Screenplay,Adventure,Science Fiction,David Twohy,29,6.4,49383
Pitch Black,39235088,53182088,,23000000,18-Feb-00,R,110,USA Films,Original Screenplay,Horror,Science Fiction,David Twohy,55,7,55217
Lake Placid,31770413,31770413,,27000000,16-Jul-99,R,82,20th Century Fox,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Steve Miner,38,5.3,19382
Proof of Life,32598931,62761005,,65000000,8-Dec-00,R,135,Warner Bros.,Based on Magazine Article,Action,Contemporary Fiction,Taylor Hackford,39,6.1,23099
Planet of the Apes,180011740,362211740,,100000000,27-Jul-01,PG-13,120,20th Century Fox,Remake,Adventure,Science Fiction,Tim Burton,44,5.5,72763
Paranormal Activity,107918810,193770453,14051496,15000,25-Sep-09,R,85,Paramount Pictures,Original Screenplay,Horror,Contemporary Fiction,Oren Peli,82,6.7,53455
The Polar Express,181320597,305420597,,170000000,10-Nov-04,G,99,Warner Bros.,Based on Book/Short Story,Adventure,Kids Fiction,Robert Zemeckis,56,6.7,28550
Practical Magic,46850558,68336997,,60000000,16-Oct-98,PG-13,105,Warner Bros.,Based on Book/Short Story,Comedy,Fantasy,Griffin Dunne,21,5.5,20196
Primary Colors,39017984,39017984,,65000000,20-Mar-98,R,143,Universal,Based on Book/Short Story,Comedy,Dramatization,Mike Nichols,80,6.7,15340
Perfume: The Story of a Murderer,2223293,132180323,7529604,63700000,27-Dec-06,R,147,Paramount Pictures,Based on Book/Short Story,Drama,Historical Fiction,Tom Tykwer,58,7.5,51704
The Pursuit of Happyness,162586036,306086036,90857430,55000000,15-Dec-06,PG-13,116,Sony Pictures,Based on Real Life Events,Drama,Dramatization,Gabriele Muccino,66,7.8,77939
Pearl Harbor,198539855,449239855,,151500000,25-May-01,PG-13,183,Walt Disney Pictures,Based on Real Life Events,Action,Dramatization,Michael Bay,26,5.4,96186
The Prince of Egypt,101413188,218600000,,60000000,18-Dec-98,PG,97,Dreamworks SKG,Based on Book/Short Story,Adventure,Dramatization,Steve Hickner,79,6.8,24569
Panic Room,95308367,196308367,,48000000,29-Mar-02,R,112,Sony Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,David Fincher,76,6.9,68737
The Proposal,163958031,317358031,83691948,40000000,19-Jun-09,PG-13,107,Walt Disney Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Anne Fletcher,43,5.4,397
The Prestige,53089891,107896006,45394364,40000000,20-Oct-06,PG-13,131,Walt Disney Pictures,Based on Book/Short Story,Thriller/Suspense,Historical Fiction,Christopher Nolan,75,8.4,207322
The Postman,17650704,17650704,,80000000,25-Dec-97,R,177,Warner Bros.,Based on Book/Short Story,Action,Science Fiction,Kevin Costner,10,5.5,24045
Psycho,21541218,37226218,,20000000,4-Dec-98,R,100,Universal,Remake,Horror,Contemporary Fiction,Gus Van Sant,35,4.5,19769
The Patriot,113330342,215300000,,110000000,28-Jun-00,R,165,Sony Pictures,Original Screenplay,Drama,Historical Fiction,Roland Emmerich,62,6.9,78302
Pay it Forward,33508922,33508922,,40000000,20-Oct-00,PG-13,123,Warner Bros.,Based on Book/Short Story,Drama,Contemporary Fiction,Mimi Leder,40,6.8,36762
The Queen,56441711,122840603,29161789,15000000,30-Sep-06,PG-13,103,Miramax,Based on Real Life Events,Drama,Dramatization,Stephen Frears,97,7.6,34785
The Rainmaker,45916769,45916769,,40000000,21-Nov-97,PG-13,135,Paramount Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Francis Ford Coppola,84,6.9,20514
Random Hearts,31054924,63200000,,64000000,8-Oct-99,R,133,Sony Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Sydney Pollack,15,4.8,11100
Ratatouille,206445654,620495432,189134287,150000000,29-Jun-07,G,111,Walt Disney Pictures,Original Screenplay,Comedy,Fantasy,Brad Bird,96,8.1,131929
Robin Hood,105269730,310885538,,210000000,14-May-10,PG-13,140,Universal,Traditional/Legend/Fairytale,Action,Historical Fiction,Ridley Scott,43,6.9,34501
Robots,128200012,260700012,,80000000,11-Mar-05,PG,89,20th Century Fox,Original Screenplay,Adventure,Kids Fiction,Chris Wedge,64,6.4,27361
Runaway Bride,152257509,308007919,,70000000,30-Jul-99,PG,116,Paramount Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Garry Marshall,45,5.2,28497
Rocky Balboa,70269899,155720088,34669384,24000000,20-Dec-06,PG,102,MGM,,Drama,Contemporary Fiction,Sylvester Stallone,76,7.4,63717
The Road to El Dorado,50802661,65700000,,95000000,31-Mar-00,PG,90,Dreamworks SKG,Original Screenplay,Adventure,Kids Fiction,David Silverman,49,6.4,8876
Red Dragon,92955420,206455420,,78000000,4-Oct-02,R,125,Universal,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Brett Ratner,68,7.3,66386
The Reader,34192652,106107610,12359754,33000000,10-Dec-08,R,123,Weinstein Co.,Based on Book/Short Story,Drama,Contemporary Fiction,Stephen Daldry,61,7.7,46984
The Reaping,25126214,62226214,19812272,40000000,5-Apr-07,R,100,Warner Bros.,Original Screenplay,Horror,Fantasy,Stephen Hopkins,8,5.6,19881
Redacted,65388,65388,,5000000,16-Nov-07,R,90,Magnolia Pictures,Based on Real Life Events,Drama,Dramatization,Brian De Palma,44,6.1,5759
Reign Over Me,19661987,20081987,16021076,20000000,23-Mar-07,R,128,Sony Pictures,Original Screenplay,Drama,Historical Fiction,Mike Binder,63,7.7,39234
The Relic,33956608,33956608,,60000000,10-Jan-97,R,110,Paramount Pictures,Based on Book/Short Story,Horror,Science Fiction,Peter Hyams,32,5.4,10249
Religulous,13011160,13136074,7486708,2500000,1-Oct-08,R,101,Lionsgate,Based on Real Life Events,Documentary,Factual,Larry Charles,69,7.8,23094
The Replacements,44737059,50054511,,50000000,11-Aug-00,PG-13,118,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Howard Deutch,39,6.2,21542
The Replacement Killers,19035741,19035741,,30000000,6-Feb-98,R,86,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Antoine Fuqua,39,5.9,13905
Resident Evil: Extinction,50648679,146162920,34217549,45000000,21-Sep-07,R,95,Sony/Screen Gems,Based on Game,Action,Science Fiction,Russell Mulcahy,22,6.2,49502
Resident Evil,40119709,103787401,,35000000,15-Mar-02,R,100,Sony Pictures,Based on Game,Horror,Science Fiction,Paul Anderson,34,6.4,68342
Rachel Getting Married,12796277,13326280,6635346,12000000,3-Oct-08,R,111,Sony Pictures Classics,Original Screenplay,Drama,Contemporary Fiction,Jonathan Demme,86,6.9,20451
Riding in Cars with Boys,29781453,29781453,,47000000,19-Oct-01,PG-13,131,Sony Pictures,Based on Real Life Events,Drama,Dramatization,Penny Marshall,48,6.2,11895
Rounders,22921898,22921898,,12000000,11-Sep-98,R,120,Miramax,Original Screenplay,Drama,Contemporary Fiction,John Dahl,64,7.3,45439
Rendition,9736045,20437142,6007008,27500000,19-Oct-07,R,121,New Line,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Gavin Hood,46,6.9,23223
The Rocker,6409528,8767338,7970409,15000000,20-Aug-08,PG-13,102,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,Peter Cattaneo,40,6.3,11859
Romeo Must Die,55973336,91036760,,25000000,22-Mar-00,R,114,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Andrzej Bartkowiak,33,5.9,25309
Ronin,41610884,41610884,,55000000,25-Sep-98,R,121,MGM,Original Screenplay,Action,Contemporary Fiction,John Frankenheimer,68,7.2,57484
Rat Race,56607223,86607223,,48000000,17-Aug-01,PG-13,112,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,Jerry Zucker,43,6.4,40087
Remember the Titans,115654751,136706683,,30000000,29-Sep-00,PG,113,Walt Disney Pictures,Based on Real Life Events,Drama,Contemporary Fiction,Boaz Yakin,72,7.5,49844
Righteous Kill,40081410,76781410,16209689,60000000,12-Sep-08,R,100,Overture Films,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Jon Avnet,20,6,34641
Road Trip,68525609,119739110,,16000000,19-May-00,R,94,Dreamworks SKG,Original Screenplay,Comedy,Contemporary Fiction,Todd Phillips,59,6.4,44702
Rules of Engagement,61322858,71719931,,60000000,7-Apr-00,R,127,Paramount Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,William Friedkin,37,6.2,18462
Rush Hour 2,226164286,347425832,,90000000,3-Aug-01,PG-13,90,New Line,Original Screenplay,Action,Contemporary Fiction,Brett Ratner,51,6.4,52049
Rush Hour 3,140125968,253025968,40854922,180000000,10-Aug-07,PG-13,91,New Line,Original Screenplay,Action,Contemporary Fiction,Brett Ratner,19,6,39312
Rush Hour,141186864,245300000,,35000000,18-Sep-98,PG-13,98,New Line,Original Screenplay,Action,Contemporary Fiction,Brett Ratner,60,6.8,55248
Rushmore,17105219,19080435,,10000000,11-Dec-98,R,89,Walt Disney Pictures,Original Screenplay,Black Comedy,Contemporary Fiction,Wes Anderson,87,7.8,53192
The Saint,61363304,169400000,,90000000,4-Apr-97,PG-13,116,Paramount Pictures,Based on TV,Action,Contemporary Fiction,Phillip Noyce,30,5.9,27413
Saw II,87025093,152925093,44699720,5000000,28-Oct-05,R,91,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Darren Lynn Bousman,36,6.8,76530
Saw III,80238724,163876815,47153811,10000000,27-Oct-06,R,107,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Darren Lynn Bousman,25,6.3,60784
Saw VI,27693292,61259697,8308717,11000000,23-Oct-09,R,91,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Kevin Greutert,42,6.2,18091
Seabiscuit,120277854,148336445,,86000000,25-Jul-03,PG-13,141,Universal,Based on Book/Short Story,Drama,Historical Fiction,Gary Ross,77,7.4,31033
Scary Movie 2,71277420,141189101,,45000000,4-Jul-01,R,82,Miramax/Dimension,Original Screenplay,Comedy,Contemporary Fiction,Keenen Ivory Wayans,14,4.7,43941
Scary Movie 3,110000082,155200000,,45000000,24-Oct-03,PG-13,84,Miramax/Dimension,Original Screenplay,Comedy,Contemporary Fiction,David Zucker,37,5.4,42829
Scooby-Doo,153294164,276294164,,84000000,14-Jun-02,PG,86,Warner Bros.,Based on TV,Comedy,Kids Fiction,Raja Gosnell,28,4.7,26018
About Schmidt,65005217,105823486,,30000000,13-Dec-02,R,125,New Line,Based on Book/Short Story,Drama,Contemporary Fiction,Alexander Payne,85,7.3,53760
School for Scoundrels,17807569,17807569,13739501,20000000,29-Sep-06,PG-13,101,MGM,Remake,Comedy,Contemporary Fiction,Todd Phillips,26,6,15536
The Score,71069884,113542091,,68000000,13-Jul-01,R,124,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Frank Oz,74,6.8,42616
Scream,103046663,173046663,,15000000,20-Dec-96,R,110,Miramax,Original Screenplay,Horror,Contemporary Fiction,Wes Craven,81,2.9,217
Scream 2,101363301,101363301,,24000000,12-Dec-97,R,120,Miramax,Original Screenplay,Horror,Contemporary Fiction,Wes Craven,80,5.9,48196
Scream 3,89138076,161838076,,40000000,4-Feb-00,R,118,Miramax,Original Screenplay,Horror,Contemporary Fiction,Wes Craven,38,5.3,38230
The Scorpion King,90580000,164529000,,60000000,19-Apr-02,PG-13,91,Universal,Spin-Off,Action,Fantasy,Chuck Russell,40,5.3,30359
Stardust,38634938,135556675,25129402,70000000,10-Aug-07,PG-13,128,Paramount Pictures,Based on Book/Short Story,Adventure,Fantasy,Matthew Vaughn,76,7.9,87883
Seven Years in Tibet,37945884,131445884,,70000000,10-Oct-97,PG-13,139,Sony Pictures,Based on Real Life Events,Drama,Dramatization,Jean-Jacques Annaud,59,6.7,29020
Swordfish,69772969,147080413,,80000000,8-Jun-01,R,99,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Dominic Sena,25,6.3,57952
Something's Gotta Give,124685242,266685242,,80000000,12-Dec-03,PG-13,128,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Nancy Meyers,70,6.8,36303
Shaft,70327868,107190108,,53012938,16-Jun-00,R,99,Paramount Pictures,Remake,Action,Contemporary Fiction,John Singleton,68,5.9,32881
Scary Movie,157019771,277200000,,19000000,7-Jul-00,R,88,Miramax/Dimension,Original Screenplay,Comedy,Contemporary Fiction,Keenen Ivory Wayans,53,6,68541
Shallow Hal,70836296,70836296,,40000000,9-Nov-01,PG-13,113,20th Century Fox,Original Screenplay,Romantic Comedy,Contemporary Fiction,Bobby Farrelly,50,6,35878
Shakespeare in Love,100317794,279500000,,26000000,11-Dec-98,R,122,Miramax,Original Screenplay,Romantic Comedy,Historical Fiction,John Madden,93,7.4,77911
Shooter,47003582,95203582,57333255,60000000,23-Mar-07,R,125,Paramount Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Antoine Fuqua,48,7.2,149
Shrek,267655011,484399218,,50000000,18-May-01,PG,90,Dreamworks SKG,Based on Book/Short Story,Adventure,Kids Fiction,Andrew Adamson,89,8,163855
Shrek 2,441226247,919838758,,70000000,19-May-04,PG,92,Dreamworks SKG,Based on Book/Short Story,Adventure,Kids Fiction,Andrew Adamson,89,7.5,95658
Shark Tale,160861908,367275019,,75000000,1-Oct-04,PG,90,Dreamworks SKG,Original Screenplay,Adventure,Kids Fiction,Rob Letterman,35,5.9,40019
Showtime,37948765,78948765,,85000000,15-Mar-02,PG-13,95,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Tom Dey,24,5.3,22128
Signs,227965690,408265690,,70702619,2-Aug-02,PG-13,106,Walt Disney Pictures,Original Screenplay,Thriller/Suspense,Science Fiction,M. Night Shyamalan,74,6.9,111561
Simon Birch,18253415,18253415,,20000000,11-Sep-98,PG,110,Walt Disney Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Mark Steven Johnson,44,6.7,11371
The Simpsons Movie,183135014,527071022,96359085,72500000,27-Jul-07,PG-13,86,20th Century Fox,Based on TV,Comedy,Contemporary Fiction,David Silverman,89,7.6,117656
Sin City,74103820,158753820,,40000000,1-Apr-05,R,126,Miramax/Dimension,Based on Comic/Graphic Novel,Action,Fantasy,Robert Rodriguez,77,8.3,255814
The Sixth Sense,293506292,672806292,,40000000,6-Aug-99,PG-13,107,Walt Disney Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,M. Night Shyamalan,85,8.2,238745
The Skulls,35007180,35007180,,15000000,31-Mar-00,PG-13,107,Universal,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Rob Cohen,8,5.3,14903
Sleepy Hollow,101068340,207068340,,70000000,19-Nov-99,R,105,Paramount Pictures,Based on Book/Short Story,Horror,Historical Fiction,Tim Burton,68,7.5,107511
Hannibal,165092266,350100280,,87000000,9-Feb-01,R,131,MGM,Based on Book/Short Story,Horror,Contemporary Fiction,Ridley Scott,39,6.4,74862
Slumdog Millionaire,141319928,365257315,31952272,14000000,12-Nov-08,R,116,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,Danny Boyle,94,8.3,176325
Small Soldiers,55143823,71743823,,40000000,10-Jul-98,PG-13,110,Dreamworks SKG,Original Screenplay,Comedy,Kids Fiction,Joe Dante,46,5.9,20571
Smokin' Aces,35662731,56047261,35817034,17000000,26-Jan-07,R,108,Universal,Original Screenplay,Comedy,Contemporary Fiction,Joe Carnahan,28,6.6,57313
Someone Like You,27338033,38684906,,23000000,30-Mar-01,PG-13,97,20th Century Fox,Based on Book/Short Story,Romantic Comedy,Contemporary Fiction,Tony Goldwyn,41,5.8,10073
There's Something About Mary,176484651,360099999,,22000000,15-Jul-98,R,119,20th Century Fox,Original Screenplay,Romantic Comedy,Contemporary Fiction,Bobby Farrelly,83,7.2,96443
Snake Eyes,55591409,103891409,,73000000,7-Aug-98,R,99,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Brian De Palma,41,5.8,29321
Snakes on a Plane,34020814,62020814,23704179,33000000,18-Aug-06,R,105,New Line,Original Screenplay,Thriller/Suspense,Contemporary Fiction,David R. Ellis,68,6,65841
Lemony Snicket's A Series of Unfortunate Events,118627117,201627117,,100000000,17-Dec-04,PG,108,Paramount Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Brad Silberling,71,6.9,51614
Shanghai Knights,60470220,60470220,,50000000,7-Feb-03,PG-13,114,Walt Disney Pictures,Original Screenplay,Adventure,Historical Fiction,David Dobkin,66,6.2,24893
Shanghai Noon,56932305,71189835,,55000000,26-May-00,PG-13,110,Walt Disney Pictures,Original Screenplay,Western,Historical Fiction,Tom Dey,78,6.6,32446
Snow Dogs,81150692,115010692,,32000000,18-Jan-02,PG,99,Walt Disney Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Brian Levant,23,4.9,7561
Sunshine,3688560,32030610,6342481,40000000,20-Jul-07,R,108,Fox Searchlight,Original Screenplay,Thriller/Suspense,Science Fiction,Danny Boyle,74,7.3,74535
Space Jam,90463534,250200000,,80000000,15-Nov-96,PG,87,Warner Bros.,Original Screenplay,Comedy,Kids Fiction,Joe Pytka,36,5.6,29293
Spanglish,42044321,54344321,,75000000,17-Dec-04,PG-13,103,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,James L. Brooks,52,6.7,30660
Superbad,121463226,169863226,134555373,17500000,17-Aug-07,R,112,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Greg Mottola,87,7.8,134212
Space Cowboys,90454043,128874043,,65000000,4-Aug-00,PG-13,130,Warner Bros.,Original Screenplay,Adventure,Science Fiction,Clint Eastwood,79,6.3,29983
Sphere,37068294,50168294,,73000000,13-Feb-98,PG-13,132,Warner Bros.,Based on Book/Short Story,Horror,Science Fiction,Barry Levinson,12,5.6,31461
Spider-Man 2,373524485,783705001,4196484,200000000,30-Jun-04,PG-13,127,Sony Pictures,Based on Comic/Graphic Novel,Adventure,Super Hero,Sam Raimi,93,7.7,141940
Spider-Man 3,336530303,890871626,124058348,258000000,4-May-07,PG-13,139,Sony Pictures,Based on Comic/Graphic Novel,Adventure,Super Hero,Sam Raimi,63,6.4,141513
Spider-Man,403706375,821708551,,139000000,3-May-02,PG-13,121,Sony Pictures,Based on Comic/Graphic Novel,Adventure,Super Hero,Sam Raimi,89,7.4,167524
Scott Pilgrim vs. The World,31167395,43149143,,85000000,13-Aug-10,PG-13,112,Universal,Based on Comic/Graphic Novel,Comedy,Contemporary Fiction,Edgar Wright,81,8.1,17461
Superman Returns,200120000,391120000,81580739,232000000,28-Jun-06,PG-13,157,Warner Bros.,Based on Comic/Graphic Novel,Adventure,Super Hero,Bryan Singer,76,6.6,102751
Spy Game,62362560,143049560,,90000000,21-Nov-01,R,126,Universal,Original Screenplay,Action,Contemporary Fiction,Tony Scott,65,6.9,44850
Spy Kids,112692062,197692062,,35000000,30-Mar-01,PG,88,Miramax/Dimension,Original Screenplay,Adventure,Kids Fiction,Robert Rodriguez,93,5.7,23479
Serendipity,50255310,75294136,,28000000,5-Oct-01,PG-13,91,Miramax,Original Screenplay,Romantic Comedy,Contemporary Fiction,Peter Chelsom,58,6.6,32014
Starship Troopers,54768952,121100000,,100000000,7-Nov-97,R,129,Sony Pictures,Based on Book/Short Story,Action,Science Fiction,Paul Verhoeven,60,7.1,83516
The Stepford Wives,59475623,96221971,,100000000,11-Jun-04,PG-13,93,Paramount Pictures,Remake,Comedy,Contemporary Fiction,Frank Oz,26,5.1,26712
Stepmom,91137662,119709917,,50000000,25-Dec-98,PG-13,127,Sony/TriStar,Original Screenplay,Drama,Contemporary Fiction,Chris Columbus,43,6.2,18505
Stranger Than Fiction,40435190,45235190,30936711,30000000,10-Nov-06,PG-13,112,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Marc Forster,72,7.8,74218
Stigmata,50041732,89441732,,32000000,10-Sep-99,R,103,MGM,Original Screenplay,Horror,Contemporary Fiction,Rupert Wainwright,22,6,29411
Stuart Little,140015224,298800000,,105000000,17-Dec-99,PG,92,Sony Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Rob Minkoff,65,5.8,23226
Stuart Little 2,64956806,166000000,,120000000,19-Jul-02,PG,78,Sony Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Rob Minkoff,83,5.6,7534
The Perfect Storm,182618434,328711434,,120000000,30-Jun-00,PG-13,130,Warner Bros.,Based on Book/Short Story,Drama,Dramatization,Wolfgang Petersen,47,6.2,55716
The Story of Us,27100030,27100030,,50000000,15-Oct-99,R,74,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,Rob Reiner,28,5.6,10720
State of Play,37017955,91445389,13578224,60000000,17-Apr-09,PG-13,127,Universal,Based on TV,Thriller/Suspense,Contemporary Fiction,Kevin MacDonald,84,7.3,34067
Step Up,65328121,115328121,51317604,12000000,11-Aug-06,PG-13,98,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,Anne Fletcher,19,6.1,21691
Stuck On You,33832741,63537164,,55000000,12-Dec-03,PG-13,118,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,Bobby Farrelly,60,5.9,23196
The Sum of All Fears,118471320,193500000,,68000000,31-May-02,PG-13,124,Paramount Pictures,Based on Book/Short Story,Action,Contemporary Fiction,Phil Alden Robinson,59,6.3,38586
Surrogates,38577772,119668350,11099238,80000000,25-Sep-09,PG-13,104,Walt Disney Pictures,Based on Comic/Graphic Novel,Action,Science Fiction,Jonathan Mostow,39,6.3,36940
Summer of Sam,19288130,19288130,,22000000,2-Jul-99,R,142,Walt Disney Pictures,Based on Real Life Events,Drama,Historical Fiction,Spike Lee,50,6.5,18431
Saving Private Ryan,216335085,481635085,,65000000,24-Jul-98,R,169,Dreamworks SKG,Original Screenplay,Drama,Historical Fiction,Steven Spielberg,91,8.5,270540
Sideways,71502303,109705641,,17000000,22-Oct-04,R,125,Fox Searchlight,Based on Book/Short Story,Drama,Contemporary Fiction,Alexander Payne,97,7.8,69778
Secret Window,47958031,92958031,,40000000,12-Mar-04,PG-13,96,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Fantasy,David Koepp,46,6.5,53868
"Six Days, Seven Nights",74339294,164800000,,80000000,12-Jun-98,PG-13,101,Walt Disney Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Ivan Reitman,37,4.7,48
The Talented Mr. Ripley,81292135,81292135,,40000000,25-Dec-99,R,139,Paramount Pictures,Based on Book/Short Story,Drama,Historical Fiction,Anthony Minghella,82,7.2,63319
The Best Man,34102780,34572780,,9000000,22-Oct-99,R,120,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,Malcolm D. Lee,71,6.1,2019
The Core,31111260,74132631,,85000000,28-Mar-03,PG-13,133,Paramount Pictures,Original Screenplay,Action,Science Fiction,Jon Amiel,42,5.3,27375
The Thomas Crown Affair,69304264,124304264,,48000000,6-Aug-99,R,111,MGM,Remake,Drama,Contemporary Fiction,John McTiernan,67,6.7,37692
